index,HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
4584,122.0,37.4,98.0,10.0,Running
4585,124.0,37.0,96.0,8.0,Running
4586,145.0,37.3,96.0,8.0,Running
4587,124.0,37.1,95.0,10.0,Running
4588,144.0,37.9,97.0,8.0,Running
4589,143.0,37.1,92.0,10.0,Running
4590,168.0,37.7,93.0,9.0,Running
4591,180.0,37.3,96.0,9.0,Running
4592,168.0,37.4,96.0,8.0,Running
4593,123.0,37.5,93.0,9.0,Running
4594,172.0,37.1,92.0,9.0,Running
4595,137.0,37.5,94.0,9.0,Running
4596,121.0,37.6,92.0,10.0,Running
4597,176.0,37.3,96.0,8.0,Running
4598,146.0,37.5,94.0,8.0,Running
4599,128.0,38.0,98.0,9.0,Running
4600,151.0,37.5,95.0,8.0,Running
4601,136.0,37.6,93.0,8.0,Running
4602,157.0,37.5,92.0,9.0,Running
4603,153.0,37.9,92.0,10.0,Running
4604,132.0,37.9,93.0,8.0,Running
4605,132.0,37.5,96.0,8.0,Running
4606,153.0,38.0,96.0,10.0,Running
4607,138.0,37.1,98.0,8.0,Running
4608,176.0,37.1,98.0,10.0,Running
4609,132.0,37.4,96.0,8.0,Running
4610,172.0,37.5,97.0,8.0,Running
4611,170.0,37.2,98.0,9.0,Running
4612,120.0,37.7,96.0,9.0,Running
4613,170.0,37.9,92.0,8.0,Running
4614,179.0,37.6,98.0,9.0,Running
4615,155.0,37.8,98.0,10.0,Running
4616,149.0,37.8,93.0,9.0,Running
4617,120.0,37.9,94.0,8.0,Running
4618,179.0,37.3,95.0,9.0,Running
4619,123.0,37.1,95.0,9.0,Running
4620,154.0,37.9,92.0,10.0,Running
4621,153.0,37.4,94.0,9.0,Running
4622,125.0,37.2,95.0,9.0,Running
4623,128.0,37.8,95.0,9.0,Running
4624,178.0,37.5,93.0,8.0,Running
4625,120.0,37.4,96.0,9.0,Running
4626,177.0,37.8,98.0,10.0,Running
4627,159.0,37.8,94.0,10.0,Running
4628,138.0,37.4,92.0,8.0,Running
4629,140.0,37.5,93.0,9.0,Running
4630,171.0,37.2,93.0,9.0,Running
4631,172.0,37.9,94.0,8.0,Running
4632,163.0,37.3,94.0,9.0,Running
4633,138.0,37.8,95.0,9.0,Running
4634,145.0,37.1,92.0,9.0,Running
4635,170.0,37.6,93.0,10.0,Running
4636,124.0,37.7,93.0,8.0,Running
4637,146.0,37.7,93.0,9.0,Running
4638,152.0,37.8,98.0,9.0,Running
4639,148.0,37.2,94.0,8.0,Running
4640,128.0,37.1,95.0,10.0,Running
4641,152.0,37.2,96.0,9.0,Running
4642,137.0,37.4,98.0,10.0,Running
4643,121.0,37.3,97.0,8.0,Running
4644,171.0,37.2,92.0,8.0,Running
4645,142.0,38.0,98.0,8.0,Running
4646,173.0,37.4,96.0,8.0,Running
4647,137.0,38.0,96.0,9.0,Running
4648,143.0,37.8,98.0,8.0,Running
4649,164.0,37.2,96.0,10.0,Running
4650,176.0,37.4,97.0,9.0,Running
4651,171.0,37.6,97.0,10.0,Running
4652,157.0,37.9,96.0,9.0,Running
4653,172.0,37.8,97.0,10.0,Running
4654,137.0,37.8,98.0,8.0,Running
4655,134.0,37.7,94.0,10.0,Running
4656,125.0,37.5,98.0,10.0,Running
4657,140.0,37.7,96.0,8.0,Running
4658,124.0,37.1,93.0,10.0,Running
4659,137.0,37.9,96.0,10.0,Running
4660,155.0,37.8,98.0,8.0,Running
4661,120.0,37.9,94.0,10.0,Running
4662,171.0,37.6,95.0,9.0,Running
4663,171.0,37.6,97.0,10.0,Running
4664,142.0,37.2,92.0,9.0,Running
4665,176.0,37.0,93.0,10.0,Running
4666,154.0,37.8,95.0,8.0,Running
4667,177.0,38.0,98.0,10.0,Running
4668,131.0,37.5,97.0,9.0,Running
4669,177.0,37.2,96.0,8.0,Running
4670,166.0,37.9,96.0,10.0,Running
4671,136.0,37.7,92.0,10.0,Running
4672,180.0,37.9,95.0,8.0,Running
4673,132.0,37.8,93.0,9.0,Running
4674,142.0,37.1,95.0,8.0,Running
4675,141.0,37.3,97.0,10.0,Running
4676,138.0,37.7,93.0,10.0,Running
4677,138.0,37.5,93.0,10.0,Running
4678,131.0,37.2,93.0,10.0,Running
4679,121.0,37.2,94.0,8.0,Running
4680,173.0,37.0,96.0,8.0,Running
4681,144.0,37.3,97.0,9.0,Running
4682,143.0,37.3,97.0,8.0,Running
4683,167.0,37.3,95.0,9.0,Running
4684,122.0,37.1,92.0,8.0,Running
4685,171.0,37.0,92.0,10.0,Running
4686,146.0,37.0,92.0,10.0,Running
4687,175.0,37.6,98.0,10.0,Running
4688,131.0,38.0,95.0,10.0,Running
4689,160.0,37.7,94.0,8.0,Running
4690,157.0,37.1,95.0,8.0,Running
4691,170.0,37.5,96.0,8.0,Running
4692,134.0,37.4,97.0,10.0,Running
4693,126.0,37.8,93.0,9.0,Running
4694,159.0,37.3,95.0,9.0,Running
4695,126.0,37.5,98.0,9.0,Running
4696,177.0,37.9,97.0,8.0,Running
4697,171.0,37.2,98.0,9.0,Running
4698,164.0,37.9,96.0,10.0,Running
4699,154.0,37.2,93.0,10.0,Running
4700,174.0,37.9,96.0,8.0,Running
4701,171.0,37.1,93.0,10.0,Running
4702,133.0,37.6,96.0,10.0,Running
4703,177.0,37.4,92.0,8.0,Running
4704,126.0,37.4,96.0,10.0,Running
4705,122.0,37.8,92.0,9.0,Running
4706,130.0,37.9,93.0,9.0,Running
4707,160.0,37.3,95.0,9.0,Running
4708,158.0,37.3,97.0,10.0,Running
4709,175.0,37.8,92.0,9.0,Running
4710,120.0,37.7,93.0,9.0,Running
4711,141.0,37.6,95.0,10.0,Running
4712,123.0,37.6,97.0,8.0,Running
4713,135.0,37.9,96.0,8.0,Running
4714,174.0,38.0,93.0,8.0,Running
4715,138.0,37.3,96.0,10.0,Running
4716,146.0,37.3,97.0,8.0,Running
4717,177.0,37.5,92.0,8.0,Running
4718,133.0,37.9,97.0,10.0,Running
4719,138.0,37.7,97.0,10.0,Running
4720,130.0,37.2,97.0,10.0,Running
4721,149.0,37.7,97.0,10.0,Running
4722,148.0,37.3,92.0,10.0,Running
4723,160.0,37.5,98.0,10.0,Running
4724,165.0,37.9,96.0,8.0,Running
4725,148.0,37.2,97.0,8.0,Running
4726,154.0,37.1,96.0,10.0,Running
4727,178.0,37.0,95.0,9.0,Running
4728,156.0,38.0,97.0,9.0,Running
4729,165.0,37.1,98.0,9.0,Running
4730,138.0,37.5,97.0,8.0,Running
4731,135.0,37.3,95.0,9.0,Running
4732,150.0,37.3,92.0,9.0,Running
4733,175.0,37.1,95.0,9.0,Running
4734,141.0,37.7,98.0,9.0,Running
4735,171.0,37.1,98.0,10.0,Running
4736,164.0,37.6,92.0,10.0,Running
4737,128.0,38.0,92.0,8.0,Running
4738,154.0,37.7,92.0,10.0,Running
4739,136.0,37.7,93.0,10.0,Running
4740,157.0,37.6,96.0,9.0,Running
4741,138.0,37.8,93.0,8.0,Running
4742,146.0,37.1,98.0,8.0,Running
4743,134.0,37.1,93.0,8.0,Running
4744,169.0,37.2,93.0,9.0,Running
4745,147.0,37.5,94.0,10.0,Running
4746,146.0,37.5,96.0,10.0,Running
4747,158.0,37.5,95.0,10.0,Running
4748,150.0,37.1,92.0,8.0,Running
4749,132.0,37.8,95.0,8.0,Running
4750,177.0,37.8,95.0,8.0,Running
4751,156.0,37.2,98.0,8.0,Running
4752,163.0,37.6,94.0,9.0,Running
4753,130.0,37.2,95.0,8.0,Running
4754,129.0,37.7,93.0,8.0,Running
4755,154.0,37.9,98.0,10.0,Running
4756,175.0,37.3,92.0,9.0,Running
4757,139.0,37.8,96.0,9.0,Running
4758,175.0,37.4,94.0,8.0,Running
4759,133.0,37.2,95.0,8.0,Running
4760,138.0,37.8,98.0,8.0,Running
4761,151.0,37.1,97.0,8.0,Running
4762,150.0,37.1,95.0,8.0,Running
4763,137.0,37.3,96.0,8.0,Running
4764,163.0,37.1,96.0,8.0,Running
4765,120.0,37.9,97.0,9.0,Running
4766,122.0,37.8,94.0,9.0,Running
4767,168.0,38.0,97.0,10.0,Running
4768,145.0,37.0,93.0,8.0,Running
4769,157.0,37.4,92.0,10.0,Running
4770,147.0,37.5,95.0,10.0,Running
4771,180.0,37.2,95.0,8.0,Running
4772,180.0,37.2,96.0,8.0,Running
4773,140.0,37.9,94.0,8.0,Running
4774,120.0,37.8,92.0,8.0,Running
4775,164.0,37.4,93.0,9.0,Running
4776,176.0,37.5,94.0,9.0,Running
4777,155.0,37.8,97.0,9.0,Running
4778,164.0,37.6,94.0,8.0,Running
4779,137.0,38.0,92.0,10.0,Running
4780,136.0,37.7,94.0,9.0,Running
4781,174.0,37.4,97.0,10.0,Running
4782,158.0,37.2,98.0,8.0,Running
4783,129.0,38.0,94.0,8.0,Running
4784,127.0,37.1,92.0,8.0,Running
4785,135.0,37.6,97.0,10.0,Running
4786,166.0,37.9,98.0,8.0,Running
4787,160.0,37.6,92.0,9.0,Running
4788,139.0,38.0,93.0,10.0,Running
4789,131.0,37.8,92.0,8.0,Running
4790,143.0,37.4,93.0,8.0,Running
4791,158.0,37.0,97.0,10.0,Running
4792,162.0,37.3,95.0,8.0,Running
4793,150.0,37.7,94.0,8.0,Running
4794,169.0,37.2,96.0,9.0,Running
4795,124.0,37.1,93.0,8.0,Running
4796,150.0,37.7,93.0,10.0,Running
4797,168.0,37.0,96.0,9.0,Running
4798,128.0,37.3,95.0,10.0,Running
4799,153.0,37.5,96.0,10.0,Running
4800,139.0,37.8,95.0,10.0,Running
4801,138.0,37.5,97.0,10.0,Running
4802,165.0,37.5,96.0,8.0,Running
4803,168.0,37.9,97.0,10.0,Running
4804,169.0,37.1,97.0,9.0,Running
4805,132.0,37.2,92.0,8.0,Running
4806,127.0,37.3,95.0,8.0,Running
4807,121.0,37.3,94.0,8.0,Running
4808,136.0,37.3,94.0,8.0,Running
4809,139.0,37.4,92.0,8.0,Running
4810,154.0,37.9,98.0,8.0,Running
4811,134.0,37.5,96.0,10.0,Running
4812,161.0,37.3,93.0,10.0,Running
4813,128.0,37.1,97.0,8.0,Running
4814,157.0,37.4,93.0,8.0,Running
4815,125.0,37.0,97.0,10.0,Running
4816,130.0,37.9,93.0,9.0,Running
4817,135.0,37.7,98.0,9.0,Running
4818,180.0,37.9,94.0,8.0,Running
4819,138.0,38.0,94.0,9.0,Running
4820,161.0,37.1,92.0,9.0,Running
4821,142.0,37.2,93.0,9.0,Running
4822,162.0,37.4,97.0,10.0,Running
4823,162.0,37.7,98.0,8.0,Running
4824,124.0,37.8,93.0,10.0,Running
4825,120.0,37.5,96.0,8.0,Running
4826,145.0,37.2,94.0,9.0,Running
4827,121.0,37.9,92.0,9.0,Running
4828,171.0,37.1,98.0,10.0,Running
4829,162.0,37.5,94.0,8.0,Running
4830,144.0,37.8,93.0,8.0,Running
4831,124.0,37.2,95.0,10.0,Running
4832,154.0,37.9,94.0,9.0,Running
4833,142.0,37.4,96.0,8.0,Running
4834,130.0,37.2,96.0,8.0,Running
4835,124.0,37.4,93.0,9.0,Running
4836,138.0,37.3,92.0,9.0,Running
4837,171.0,37.8,92.0,10.0,Running
4838,133.0,37.8,95.0,9.0,Running
4839,139.0,37.7,96.0,9.0,Running
4840,145.0,37.1,97.0,10.0,Running
4841,158.0,37.7,94.0,9.0,Running
4842,138.0,37.6,96.0,8.0,Running
4843,164.0,38.0,94.0,8.0,Running
4844,141.0,37.5,93.0,10.0,Running
4845,156.0,37.8,97.0,9.0,Running
4846,131.0,37.9,95.0,10.0,Running
4847,124.0,38.0,92.0,10.0,Running
4848,171.0,37.5,98.0,9.0,Running
4849,131.0,37.7,96.0,10.0,Running
4850,122.0,37.7,96.0,8.0,Running
4851,136.0,37.0,96.0,8.0,Running
4852,152.0,37.2,94.0,10.0,Running
4853,142.0,37.6,95.0,9.0,Running
4854,139.0,37.3,93.0,10.0,Running
4855,133.0,37.3,95.0,9.0,Running
4856,174.0,37.3,92.0,9.0,Running
4857,131.0,37.9,94.0,9.0,Running
4858,143.0,37.7,96.0,10.0,Running
4859,171.0,37.7,94.0,10.0,Running
4860,165.0,37.3,98.0,10.0,Running
4861,124.0,37.2,92.0,10.0,Running
4862,148.0,37.9,97.0,9.0,Running
4863,128.0,37.5,92.0,9.0,Running
4864,172.0,37.8,97.0,9.0,Running
4865,152.0,37.1,95.0,9.0,Running
4866,157.0,37.8,92.0,8.0,Running
4867,132.0,37.1,98.0,9.0,Running
4868,159.0,37.1,98.0,9.0,Running
4869,154.0,37.8,97.0,9.0,Running
4870,152.0,37.6,98.0,8.0,Running
4871,160.0,37.0,96.0,8.0,Running
4872,120.0,37.1,94.0,10.0,Running
4873,130.0,37.3,92.0,8.0,Running
4874,136.0,37.2,94.0,8.0,Running
4875,136.0,37.6,95.0,9.0,Running
4876,171.0,37.1,92.0,8.0,Running
4877,130.0,37.4,97.0,10.0,Running
4878,156.0,37.9,96.0,8.0,Running
4879,122.0,37.8,92.0,10.0,Running
4880,157.0,38.0,97.0,8.0,Running
4881,148.0,37.6,93.0,9.0,Running
4882,128.0,37.1,92.0,8.0,Running
4883,135.0,37.6,94.0,10.0,Running
4884,151.0,37.7,97.0,10.0,Running
4885,172.0,37.5,93.0,9.0,Running
4886,151.0,37.5,92.0,8.0,Running
4887,125.0,37.4,93.0,9.0,Running
4888,138.0,37.9,98.0,10.0,Running
4889,130.0,37.9,93.0,8.0,Running
4890,168.0,37.6,97.0,8.0,Running
4891,126.0,37.2,92.0,9.0,Running
4892,167.0,37.4,96.0,8.0,Running
4893,141.0,37.9,93.0,9.0,Running
4894,147.0,37.7,94.0,10.0,Running
4895,151.0,37.1,95.0,10.0,Running
4896,130.0,37.4,98.0,10.0,Running
4897,146.0,37.3,94.0,10.0,Running
4898,168.0,37.8,93.0,9.0,Running
4899,179.0,37.5,98.0,10.0,Running
4900,138.0,37.8,92.0,8.0,Running
4901,135.0,37.3,97.0,9.0,Running
4902,149.0,37.6,96.0,8.0,Running
4903,171.0,37.1,96.0,8.0,Running
4904,165.0,37.6,95.0,8.0,Running
4905,168.0,37.7,97.0,8.0,Running
4906,175.0,37.2,98.0,10.0,Running
4907,167.0,37.1,96.0,10.0,Running
4908,146.0,37.8,97.0,10.0,Running
4909,156.0,37.1,97.0,10.0,Running
4910,153.0,37.2,92.0,8.0,Running
4911,170.0,37.9,97.0,9.0,Running
4912,127.0,37.8,95.0,10.0,Running
4913,169.0,37.0,94.0,8.0,Running
4914,139.0,37.9,98.0,9.0,Running
4915,138.0,37.2,95.0,8.0,Running
4916,176.0,37.9,97.0,8.0,Running
4917,177.0,37.1,93.0,10.0,Running
4918,168.0,37.6,94.0,9.0,Running
4919,149.0,37.9,98.0,10.0,Running
4920,131.0,37.8,97.0,8.0,Running
4921,166.0,37.9,97.0,9.0,Running
4922,147.0,37.2,97.0,10.0,Running
4923,176.0,37.5,93.0,9.0,Running
4924,167.0,37.2,97.0,9.0,Running
4925,170.0,37.8,93.0,9.0,Running
4926,143.0,37.4,94.0,10.0,Running
4927,141.0,37.5,97.0,8.0,Running
4928,136.0,37.7,94.0,10.0,Running
4929,140.0,37.8,98.0,9.0,Running
4930,140.0,37.3,96.0,9.0,Running
4931,127.0,38.0,96.0,10.0,Running
4932,124.0,37.4,93.0,8.0,Running
4933,149.0,37.8,96.0,8.0,Running
4934,134.0,37.9,94.0,10.0,Running
4935,125.0,37.8,96.0,9.0,Running
4936,176.0,37.2,94.0,9.0,Running
4937,139.0,37.7,95.0,10.0,Running
4938,150.0,37.4,94.0,9.0,Running
4939,169.0,37.4,97.0,9.0,Running
4940,159.0,37.0,96.0,10.0,Running
4941,139.0,37.1,95.0,10.0,Running
4942,128.0,37.8,95.0,9.0,Running
4943,121.0,37.4,93.0,8.0,Running
4944,161.0,37.6,98.0,10.0,Running
4945,167.0,37.5,98.0,10.0,Running
4946,135.0,37.6,92.0,8.0,Running
4947,148.0,37.8,94.0,10.0,Running
4948,154.0,37.0,96.0,9.0,Running
4949,158.0,37.5,94.0,8.0,Running
4950,180.0,37.3,98.0,8.0,Running
4951,147.0,37.5,96.0,8.0,Running
4952,120.0,37.1,96.0,9.0,Running
4953,149.0,37.6,98.0,8.0,Running
4954,177.0,37.5,92.0,8.0,Running
4955,145.0,37.6,96.0,8.0,Running
4956,137.0,37.1,97.0,10.0,Running
4957,166.0,37.5,94.0,9.0,Running
4958,125.0,37.6,93.0,10.0,Running
4959,121.0,37.7,95.0,10.0,Running
4960,133.0,37.4,96.0,10.0,Running
4961,169.0,37.1,93.0,8.0,Running
4962,137.0,37.5,94.0,10.0,Running
4963,174.0,37.3,98.0,10.0,Running
4964,134.0,37.8,95.0,8.0,Running
4965,147.0,37.4,94.0,9.0,Running
4966,179.0,37.5,97.0,9.0,Running
4967,128.0,37.6,92.0,10.0,Running
4968,154.0,37.0,93.0,10.0,Running
4969,121.0,38.0,93.0,8.0,Running
4970,128.0,37.6,96.0,9.0,Running
4971,164.0,37.6,96.0,10.0,Running
4972,168.0,37.5,92.0,8.0,Running
4973,141.0,38.0,95.0,8.0,Running
4974,167.0,37.7,94.0,9.0,Running
4975,141.0,37.2,94.0,10.0,Running
4976,154.0,37.4,93.0,8.0,Running
4977,139.0,37.6,94.0,9.0,Running
4978,164.0,37.4,96.0,8.0,Running
4979,143.0,38.0,98.0,10.0,Running
4980,129.0,37.7,94.0,9.0,Running
4981,133.0,37.5,95.0,9.0,Running
4982,176.0,37.5,97.0,8.0,Running
4983,171.0,37.3,92.0,10.0,Running
4984,129.0,37.9,96.0,8.0,Running
4985,125.0,37.9,95.0,9.0,Running
4986,169.0,38.0,94.0,8.0,Running
4987,122.0,37.0,98.0,8.0,Running
4988,175.0,37.1,97.0,8.0,Running
4989,133.0,37.8,94.0,10.0,Running
4990,146.0,37.8,95.0,9.0,Running
4991,175.0,37.5,98.0,10.0,Running
4992,140.0,37.2,92.0,8.0,Running
4993,162.0,37.7,98.0,10.0,Running
4994,142.0,37.3,98.0,9.0,Running
4995,172.0,37.4,95.0,10.0,Running
4996,161.0,37.9,98.0,10.0,Running
4997,160.0,37.0,94.0,8.0,Running
4998,131.0,37.4,95.0,10.0,Running
4999,179.0,37.9,92.0,8.0,Running
5000,129.0,37.3,92.0,10.0,Running
5001,165.0,37.4,96.0,10.0,Running
5002,139.0,37.6,95.0,10.0,Running
5003,180.0,37.4,95.0,10.0,Running
5004,142.0,37.6,95.0,9.0,Running
5005,155.0,37.8,93.0,9.0,Running
5006,124.0,37.7,96.0,8.0,Running
5007,137.0,37.4,95.0,9.0,Running
5008,145.0,37.1,95.0,8.0,Running
5009,154.0,38.0,93.0,8.0,Running
5010,123.0,37.5,95.0,8.0,Running
5011,151.0,37.4,93.0,9.0,Running
5012,144.0,37.8,96.0,8.0,Running
5013,124.0,37.3,92.0,9.0,Running
5014,143.0,37.8,95.0,9.0,Running
5015,133.0,37.9,96.0,10.0,Running
5016,167.0,37.2,95.0,9.0,Running
5017,158.0,37.0,97.0,9.0,Running
5018,151.0,37.7,92.0,8.0,Running
5019,151.0,37.7,92.0,10.0,Running
5020,165.0,37.0,98.0,8.0,Running
5021,151.0,37.9,93.0,10.0,Running
5022,151.0,37.4,93.0,9.0,Running
5023,179.0,37.4,93.0,9.0,Running
5024,151.0,37.6,92.0,10.0,Running
5025,178.0,37.3,94.0,8.0,Running
5026,139.0,37.6,94.0,10.0,Running
5027,160.0,37.1,97.0,9.0,Running
5028,171.0,37.9,94.0,9.0,Running
5029,147.0,37.7,98.0,10.0,Running
5030,143.0,37.7,98.0,10.0,Running
5031,167.0,37.4,98.0,10.0,Running
5032,131.0,37.8,97.0,10.0,Running
5033,149.0,38.0,96.0,8.0,Running
5034,128.0,37.6,97.0,10.0,Running
5035,173.0,37.1,98.0,8.0,Running
5036,157.0,37.6,95.0,10.0,Running
5037,178.0,37.5,95.0,10.0,Running
5038,173.0,37.8,95.0,10.0,Running
5039,164.0,37.8,96.0,9.0,Running
5040,176.0,37.6,96.0,9.0,Running
5041,120.0,37.5,98.0,8.0,Running
5042,129.0,37.8,97.0,10.0,Running
5043,128.0,37.1,97.0,9.0,Running
5044,153.0,37.5,94.0,8.0,Running
5045,151.0,37.8,93.0,10.0,Running
5046,164.0,37.3,98.0,9.0,Running
5047,177.0,37.9,92.0,8.0,Running
5048,124.0,37.2,94.0,10.0,Running
5049,159.0,37.8,94.0,10.0,Running
5050,138.0,37.2,95.0,8.0,Running
5051,177.0,37.6,95.0,9.0,Running
5052,126.0,37.4,94.0,10.0,Running
5053,134.0,37.5,95.0,10.0,Running
5054,123.0,37.4,93.0,9.0,Running
5055,145.0,37.8,96.0,10.0,Running
5056,142.0,37.5,93.0,10.0,Running
5057,136.0,37.7,94.0,9.0,Running
5058,166.0,37.3,98.0,9.0,Running
5059,161.0,37.9,96.0,10.0,Running
5060,176.0,37.5,93.0,9.0,Running
5061,178.0,37.8,97.0,8.0,Running
5062,161.0,37.4,95.0,10.0,Running
5063,149.0,37.3,97.0,10.0,Running
5064,127.0,37.9,93.0,8.0,Running
5065,129.0,37.7,96.0,9.0,Running
5066,131.0,37.5,96.0,8.0,Running
5067,150.0,37.8,97.0,10.0,Running
5068,156.0,37.1,97.0,9.0,Running
5069,127.0,37.4,98.0,9.0,Running
5070,170.0,37.1,98.0,9.0,Running
5071,143.0,37.6,97.0,8.0,Running
5072,152.0,37.6,92.0,9.0,Running
5073,150.0,37.9,98.0,8.0,Running
5074,132.0,37.3,97.0,9.0,Running
5075,127.0,37.5,93.0,9.0,Running
5076,141.0,37.1,95.0,8.0,Running
5077,136.0,37.3,98.0,9.0,Running
5078,158.0,37.0,95.0,9.0,Running
5079,124.0,37.5,95.0,10.0,Running
5080,142.0,37.3,92.0,8.0,Running
5081,121.0,37.0,93.0,8.0,Running
5082,128.0,37.8,95.0,10.0,Running
5083,156.0,37.4,98.0,9.0,Running
5084,150.0,37.9,96.0,9.0,Running
5085,155.0,37.5,92.0,8.0,Running
5086,175.0,37.0,98.0,9.0,Running
5087,122.0,37.1,98.0,10.0,Running
5088,160.0,37.9,98.0,10.0,Running
5089,155.0,37.3,96.0,10.0,Running
5090,172.0,37.4,95.0,8.0,Running
5091,132.0,37.2,98.0,8.0,Running
5092,123.0,37.2,94.0,8.0,Running
5093,127.0,37.6,95.0,10.0,Running
5094,151.0,37.7,94.0,9.0,Running
5095,137.0,37.1,96.0,9.0,Running
5096,128.0,37.8,94.0,10.0,Running
5097,151.0,37.7,94.0,10.0,Running
5098,122.0,38.0,93.0,8.0,Running
5099,125.0,37.1,96.0,8.0,Running
5100,168.0,37.9,93.0,8.0,Running
5101,169.0,38.0,92.0,9.0,Running
5102,128.0,37.5,98.0,8.0,Running
5103,123.0,37.2,95.0,9.0,Running
5104,138.0,37.7,95.0,10.0,Running
5105,175.0,37.6,92.0,8.0,Running
5106,150.0,37.8,95.0,8.0,Running
5107,162.0,37.4,96.0,9.0,Running
5108,158.0,37.1,94.0,9.0,Running
5109,148.0,37.8,96.0,8.0,Running
5110,161.0,37.0,95.0,8.0,Running
5111,168.0,37.7,94.0,10.0,Running
5112,172.0,37.9,95.0,10.0,Running
5113,148.0,37.1,96.0,8.0,Running
5114,145.0,37.2,98.0,9.0,Running
5115,145.0,37.1,94.0,8.0,Running
5116,173.0,38.0,98.0,9.0,Running
5117,163.0,37.6,95.0,9.0,Running
5118,130.0,37.4,98.0,10.0,Running
5119,121.0,37.5,94.0,8.0,Running
5120,158.0,38.0,97.0,8.0,Running
5121,158.0,37.8,95.0,8.0,Running
5122,161.0,37.7,97.0,10.0,Running
5123,147.0,37.5,92.0,9.0,Running
5124,141.0,38.0,97.0,8.0,Running
5125,148.0,37.3,94.0,8.0,Running
5126,180.0,37.9,98.0,10.0,Running
5127,135.0,37.3,92.0,8.0,Running
5128,134.0,37.6,92.0,10.0,Running
5129,164.0,37.1,92.0,10.0,Running
5130,150.0,37.0,95.0,9.0,Running
5131,132.0,37.6,96.0,9.0,Running
5132,140.0,37.7,97.0,8.0,Running
5133,175.0,37.6,94.0,9.0,Running
5134,172.0,38.0,97.0,9.0,Running
5135,170.0,37.7,93.0,10.0,Running
5136,180.0,38.0,97.0,9.0,Running
5137,149.0,37.1,98.0,8.0,Running
5138,175.0,37.8,92.0,10.0,Running
5139,134.0,37.2,92.0,10.0,Running
5140,159.0,37.4,96.0,8.0,Running
5141,167.0,37.6,97.0,10.0,Running
5142,139.0,37.7,98.0,10.0,Running
5143,126.0,37.9,96.0,9.0,Running
5144,176.0,37.2,96.0,10.0,Running
5145,126.0,37.1,95.0,8.0,Running
5146,161.0,37.3,97.0,10.0,Running
5147,129.0,37.4,98.0,8.0,Running
5148,175.0,38.0,96.0,9.0,Running
5149,171.0,38.0,97.0,8.0,Running
5150,121.0,37.1,94.0,10.0,Running
5151,144.0,37.7,94.0,8.0,Running
5152,137.0,37.1,92.0,8.0,Running
5153,168.0,37.7,97.0,8.0,Running
5154,157.0,37.5,93.0,10.0,Running
5155,135.0,37.4,94.0,10.0,Running
5156,127.0,38.0,92.0,9.0,Running
5157,141.0,37.2,98.0,9.0,Running
5158,168.0,37.5,93.0,10.0,Running
5159,137.0,37.1,98.0,8.0,Running
5160,139.0,37.6,95.0,10.0,Running
5161,167.0,37.7,95.0,9.0,Running
5162,164.0,37.3,96.0,9.0,Running
5163,125.0,37.3,96.0,10.0,Running
5164,128.0,37.9,98.0,9.0,Running
5165,132.0,37.0,97.0,10.0,Running
5166,157.0,37.6,97.0,9.0,Running
5167,175.0,37.0,95.0,10.0,Running
5168,142.0,37.2,95.0,9.0,Running
5169,125.0,37.9,97.0,9.0,Running
5170,167.0,37.8,92.0,8.0,Running
5171,144.0,37.5,93.0,10.0,Running
5172,180.0,37.3,94.0,8.0,Running
5173,175.0,38.0,94.0,9.0,Running
5174,164.0,37.9,95.0,8.0,Running
5175,145.0,37.0,98.0,10.0,Running
5176,167.0,37.4,96.0,9.0,Running
5177,168.0,37.4,94.0,10.0,Running
5178,123.0,37.2,92.0,9.0,Running
5179,139.0,38.0,98.0,8.0,Running
5180,177.0,37.0,98.0,9.0,Running
5181,128.0,37.1,92.0,9.0,Running
5182,177.0,37.4,96.0,10.0,Running
5183,166.0,37.5,93.0,8.0,Running
5184,121.0,37.0,95.0,10.0,Running
5185,167.0,37.8,92.0,10.0,Running
5186,170.0,37.7,92.0,8.0,Running
5187,179.0,37.0,97.0,8.0,Running
5188,155.0,37.5,97.0,10.0,Running
5189,135.0,37.2,94.0,10.0,Running
5190,179.0,37.3,95.0,9.0,Running
5191,167.0,37.4,93.0,8.0,Running
5192,143.0,37.4,92.0,9.0,Running
5193,147.0,37.2,92.0,9.0,Running
5194,134.0,37.0,98.0,8.0,Running
5195,177.0,37.1,96.0,10.0,Running
5196,123.0,37.6,97.0,10.0,Running
5197,140.0,37.8,96.0,10.0,Running
5198,120.0,37.9,92.0,8.0,Running
5199,142.0,37.7,98.0,10.0,Running
5200,141.0,37.5,96.0,10.0,Running
5201,146.0,37.2,95.0,10.0,Running
5202,145.0,37.2,92.0,9.0,Running
5203,156.0,37.9,97.0,9.0,Running
5204,166.0,37.4,93.0,9.0,Running
5205,179.0,37.1,93.0,9.0,Running
5206,140.0,37.7,96.0,10.0,Running
5207,174.0,37.2,97.0,8.0,Running
5208,123.0,37.2,95.0,10.0,Running
5209,134.0,37.5,96.0,8.0,Running
5210,150.0,37.7,94.0,10.0,Running
5211,133.0,37.3,97.0,8.0,Running
5212,138.0,37.6,98.0,8.0,Running
5213,154.0,37.5,96.0,10.0,Running
5214,135.0,37.6,94.0,10.0,Running
5215,161.0,37.5,95.0,8.0,Running
5216,124.0,37.3,95.0,8.0,Running
5217,130.0,37.5,94.0,10.0,Running
