HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
54,35.6,88,0,Fainting
56,35.5,87,0,Fainting
52,36,88,1,Fainting
48,36.4,93,1,Fainting
97,37.4,90,10,Seizure
109,37.3,89,10,Seizure
118,37.1,89,9,Seizure
114,36.6,90,9,Seizure
139,37.3,90,10,Seizure
92,37.2,94,9,Seizure
123,36.5,91,9,Seizure
99,37,88,9,Seizure
129,37,92,10,Seizure
136,37.1,93,10,Seizure
35,35.5,82,1,Unconscious
31,35.5,89,1,Unconscious
43,35.5,87,1,Unconscious
36,35.5,89,0,Unconscious
43,35.6,89,0,Unconscious
49,35.9,86,0,Unconscious
47,35.5,87,1,Unconscious
47,35.9,90,1,Unconscious
32,35.1,80,1,Unconscious
47,35.1,89,1,Unconscious
93,36.9,91,10,Seizure
130,36.9,95,10,Seizure
123,36.7,90,10,Seizure
131,36.6,89,10,Seizure
137,37.5,88,9,Seizure
100,37.1,89,10,Seizure
124,36.9,90,9,Seizure
115,37.1,89,9,Seizure
132,37,90,10,Seizure
107,37.4,94,10,Seizure
110,36.9,99,7,Walking
103,37,99,7,Walking
96,37,100,7,Walking
90,36.7,99,7,Walking
101,37.1,96,7,Walking
99,37.2,100,5,Walking
97,36.9,95,7,Walking
106,36.8,99,5,Walking
99,37.1,95,5,Walking
108,37,99,4,Walking
172,37.9,95,10,Running
145,37.2,98,9,Running
163,37.6,95,9,Running
173,38,98,9,Running
148,37.1,96,8,Running
130,37.4,98,10,Running
121,37.5,94,8,Running
168,37.7,94,10,Running
158,38,97,8,Running
145,37.1,94,8,Running
41,36.4,84,1,Unconscious
34,36.2,90,0,Unconscious
30,35.4,84,1,Unconscious
39,35.3,84,0,Unconscious
44,36.2,81,0,Unconscious
49,35.2,90,0,Unconscious
50,35.6,82,1,Unconscious
50,35.5,86,1,Unconscious
36,36,80,1,Unconscious
48,35.2,85,0,Unconscious
42,35.6,84,0,Unconscious
42,35.5,80,1,Unconscious
35,35.7,90,1,Unconscious
41,35.1,80,1,Unconscious
44,36,84,0,Unconscious
30,36,88,0,Unconscious
44,35.5,85,0,Unconscious
45,35.2,89,1,Unconscious
45,35.7,87,0,Unconscious
48,36.3,86,1,Unconscious
76,36.7,100,2,Awake/Idle
75,36.9,96,3,Awake/Idle
63,36.7,99,1,Awake/Idle
75,36.8,98,1,Awake/Idle
73,36.8,97,1,Awake/Idle
65,36.9,95,3,Awake/Idle
67,36.9,100,2,Awake/Idle
70,36.6,100,3,Awake/Idle
73,37,98,1,Awake/Idle
67,36.6,96,2,Awake/Idle
85,36.8,97,7,Walking
103,37,97,4,Walking
110,36.9,95,7,Walking
92,37,98,4,Walking
110,36.9,100,4,Walking
82,37.1,98,5,Walking
91,37.2,98,5,Walking
91,36.8,98,7,Walking
103,36.9,100,7,Walking
103,36.9,99,5,Walking
63,36.4,97,0,Sleeping
65,36.4,97,1,Sleeping
55,36.6,98,1,Sleeping
61,36.1,99,0,Sleeping
56,36.3,97,0,Sleeping
52,36.2,95,1,Sleeping
56,36.1,97,1,Sleeping
54,36.4,95,1,Sleeping
63,36.4,100,1,Sleeping
52,36.4,99,0,Sleeping
57,36.7,98,0,Sleeping
50,36.2,97,1,Sleeping
51,36.1,98,1,Sleeping
62,36.6,97,0,Sleeping
56,36.6,96,0,Sleeping
57,36.3,100,0,Sleeping
64,36.5,98,1,Sleeping
64,36.7,96,0,Sleeping
57,36.5,98,0,Sleeping
52,36.5,100,1,Sleeping
72,36.8,95,3,Awake/Idle
65,36.7,100,1,Awake/Idle
75,37,99,3,Awake/Idle
78,36.8,97,3,Awake/Idle
68,36.7,99,1,Awake/Idle
60,36.8,96,1,Awake/Idle
71,36.9,99,3,Awake/Idle
75,37,96,2,Awake/Idle
73,36.6,99,1,Awake/Idle
66,36.7,100,3,Awake/Idle
50,36.7,96,1,Meditation
59,36.6,97,1,Meditation
59,36.5,96,1,Meditation
65,36.6,98,0,Meditation
64,36.7,97,0,Meditation
50,36.6,98,0,Meditation
58,36.9,100,1,Meditation
50,36.8,97,0,Meditation
56,36.9,97,1,Meditation
57,36.6,98,1,Meditation
55,35.5,88,1,Fainting
51,35.5,89,0,Fainting
46,35.7,87,1,Fainting
48,35.8,94,1,Fainting
54,35.6,89,0,Fainting
53,36.3,93,1,Fainting
59,35.8,93,1,Fainting
35,36,88,0,Fainting
57,35.7,95,0,Fainting
35,35.9,93,1,Fainting
86,36.9,95,7,Walking
106,36.9,95,6,Walking
88,36.7,100,5,Walking
99,36.8,97,7,Walking
85,37,96,4,Walking
97,36.9,98,7,Walking
81,37.2,96,5,Walking
87,37.1,95,5,Walking
94,37,98,5,Walking
110,37,100,4,Walking
109,37,99,6,Walking
103,37.1,96,5,Walking
97,37.1,98,4,Walking
96,36.8,99,7,Walking
94,37,99,6,Walking
102,36.8,95,7,Walking
105,37.1,95,7,Walking
92,36.9,99,5,Walking
84,36.8,98,5,Walking
82,36.8,98,7,Walking
106,37.2,95,3,Stress/Panic
118,37.1,95,2,Stress/Panic
129,36.9,93,3,Stress/Panic
112,37.1,95,2,Stress/Panic
115,36.6,96,5,Stress/Panic
114,37,95,3,Stress/Panic
103,36.6,93,4,Stress/Panic
102,37,94,4,Stress/Panic
114,36.6,94,4,Stress/Panic
115,36.9,94,5,Stress/Panic
67,36.6,96,1,Meditation
55,36.6,98,1,Meditation
51,36.5,99,0,Meditation
68,36.8,96,0,Meditation
68,36.6,99,1,Meditation
51,36.5,98,0,Meditation
68,36.9,99,0,Meditation
60,36.8,100,0,Meditation
68,36.6,96,1,Meditation
64,36.8,97,0,Meditation
97,36.1,71,1,Hypoxia
83,37,73,0,Hypoxia
87,36.6,70,1,Hypoxia
66,36.6,85,2,Hypoxia
84,36.5,85,2,Hypoxia
73,36.4,75,1,Hypoxia
93,36.3,83,2,Hypoxia
61,36.6,79,2,Hypoxia
82,36.5,71,2,Hypoxia
99,36.2,78,2,Hypoxia
121,36.7,91,10,Seizure
130,36.6,88,10,Seizure
98,36.6,90,10,Seizure
123,37.5,89,9,Seizure
113,36.7,88,9,Seizure
128,37.1,90,9,Seizure
137,37.2,92,9,Seizure
101,36.5,91,10,Seizure
109,37.2,92,10,Seizure
118,36.5,88,9,Seizure
119,37.5,89,9,Seizure
118,36.6,89,9,Seizure
97,36.8,90,10,Seizure
128,36.6,94,9,Seizure
122,37.5,90,9,Seizure
91,37.4,91,9,Seizure
107,37.3,89,10,Seizure
138,37.1,88,9,Seizure
139,36.7,94,10,Seizure
114,37.4,92,9,Seizure
127,37.5,88,10,Seizure
135,36.9,88,9,Seizure
123,37.3,94,9,Seizure
103,37.1,89,9,Seizure
113,36.9,89,9,Seizure
136,37.2,88,10,Seizure
123,36.6,90,9,Seizure
113,37.3,88,9,Seizure
125,37,92,9,Seizure
100,36.6,94,9,Seizure
70,36.9,95,0,Meditation
52,36.8,99,0,Meditation
64,36.7,95,1,Meditation
68,36.9,97,1,Meditation
66,36.9,95,1,Meditation
64,36.5,96,0,Meditation
59,36.6,98,1,Meditation
57,36.8,99,1,Meditation
64,36.5,96,1,Meditation
59,36.6,100,0,Meditation
68,36,73,1,Hypoxia
96,36.1,75,2,Hypoxia
76,36.4,77,1,Hypoxia
84,36.5,75,1,Hypoxia
98,36.7,81,2,Hypoxia
69,36.3,86,2,Hypoxia
77,36.6,71,2,Hypoxia
79,36.4,75,1,Hypoxia
69,37,74,0,Hypoxia
81,36.9,88,0,Hypoxia
60,36.5,97,3,Awake/Idle
73,36.7,96,1,Awake/Idle
74,36.9,97,2,Awake/Idle
65,36.7,99,1,Awake/Idle
72,36.7,100,3,Awake/Idle
71,36.7,95,3,Awake/Idle
69,36.6,99,2,Awake/Idle
74,36.7,98,1,Awake/Idle
71,36.5,98,3,Awake/Idle
63,37,99,3,Awake/Idle
45,35.8,90,1,Fainting
36,35.7,87,1,Fainting
45,36.5,88,1,Fainting
37,35.5,85,0,Fainting
56,35.7,89,1,Fainting
56,35.6,85,0,Fainting
40,35.6,86,1,Fainting
55,36.4,86,0,Fainting
59,35.7,89,0,Fainting
55,35.7,95,0,Fainting
71,36.9,97,1,Awake/Idle
78,36.8,97,3,Awake/Idle
80,36.6,96,2,Awake/Idle
65,36.5,100,2,Awake/Idle
74,36.9,96,3,Awake/Idle
66,36.8,98,1,Awake/Idle
79,36.5,95,2,Awake/Idle
67,36.7,97,2,Awake/Idle
69,36.7,96,3,Awake/Idle
60,36.8,100,1,Awake/Idle
110,37.1,93,4,Stress/Panic
127,37.2,95,3,Stress/Panic
122,37.1,93,5,Stress/Panic
115,36.9,95,5,Stress/Panic
108,36.8,95,3,Stress/Panic
127,37.2,94,5,Stress/Panic
127,36.7,96,5,Stress/Panic
112,37,94,5,Stress/Panic
103,37.2,93,4,Stress/Panic
122,36.7,95,4,Stress/Panic
158,37,95,9,Running
124,37.5,95,10,Running
132,37.3,97,9,Running
141,37.1,95,8,Running
142,37.3,92,8,Running
127,37.5,93,9,Running
136,37.3,98,9,Running
143,37.6,97,8,Running
150,37.9,98,8,Running
152,37.6,92,9,Running
98,36.9,100,6,Walking
107,37,99,5,Walking
107,37,99,5,Walking
100,37.1,98,4,Walking
102,37.2,95,6,Walking
109,36.9,100,6,Walking
89,36.8,95,5,Walking
93,37,96,4,Walking
92,36.8,97,5,Walking
87,37.2,98,4,Walking
57,36.4,90,1,Fainting
50,36.1,89,0,Fainting
58,36.4,94,1,Fainting
37,35.6,86,1,Fainting
33,35.6,93,1,Fainting
38,36.1,89,0,Fainting
43,35.8,87,0,Fainting
50,35.9,86,0,Fainting
60,36.1,87,1,Fainting
44,35.6,95,1,Fainting
55,36.4,98,1,Sleeping
59,36.1,99,1,Sleeping
50,36.2,96,1,Sleeping
61,36.2,100,0,Sleeping
52,36.5,95,1,Sleeping
59,36.3,95,1,Sleeping
61,36.2,95,1,Sleeping
54,36.4,100,1,Sleeping
59,36.4,96,1,Sleeping
63,36.7,98,0,Sleeping
118,36.9,96,2,Stress/Panic
125,36.7,96,5,Stress/Panic
124,37.2,96,3,Stress/Panic
121,36.7,96,3,Stress/Panic
119,36.7,96,4,Stress/Panic
110,36.6,93,4,Stress/Panic
105,37.1,95,4,Stress/Panic
120,36.8,95,2,Stress/Panic
126,37.1,95,2,Stress/Panic
129,37,93,5,Stress/Panic
108,37.3,100,3,Post-Workout
119,37.1,98,3,Post-Workout
92,37.4,97,3,Post-Workout
114,37.1,96,3,Post-Workout
90,37.1,99,2,Post-Workout
98,37.4,100,2,Post-Workout
110,37.4,100,2,Post-Workout
105,37.5,100,1,Post-Workout
120,37,97,1,Post-Workout
113,37.5,100,2,Post-Workout
48,35.4,81,1,Unconscious
48,35.9,84,1,Unconscious
41,36.4,86,1,Unconscious
49,35.2,80,0,Unconscious
48,35.3,81,1,Unconscious
34,35.3,90,1,Unconscious
39,36.3,85,1,Unconscious
42,36,80,0,Unconscious
42,36.2,82,1,Unconscious
36,35.9,88,1,Unconscious
61,36.6,96,1,Sleeping
59,36.6,95,0,Sleeping
51,36.7,98,0,Sleeping
50,36.4,98,1,Sleeping
61,36.6,95,1,Sleeping
50,36.1,96,0,Sleeping
51,36.5,100,0,Sleeping
50,36.7,100,0,Sleeping
58,36.1,95,1,Sleeping
61,36.2,96,0,Sleeping
53,36,100,0,Sleeping
63,36.2,100,0,Sleeping
61,36.5,96,0,Sleeping
51,36,99,0,Sleeping
57,36.5,95,0,Sleeping
51,36.7,95,1,Sleeping
57,36.4,98,0,Sleeping
62,36,99,0,Sleeping
51,36.4,99,0,Sleeping
63,36.6,100,1,Sleeping
122,37.7,96,8,Running
164,38,94,8,Running
158,37.7,94,9,Running
138,37.6,96,8,Running
131,37.7,96,10,Running
141,37.5,93,10,Running
171,37.5,98,9,Running
124,38,92,10,Running
131,37.9,95,10,Running
156,37.8,97,9,Running
98,36.2,89,1,Hypoxia
61,36.5,86,0,Hypoxia
65,36.9,75,1,Hypoxia
82,36.9,79,0,Hypoxia
71,36.5,87,2,Hypoxia
77,36.7,84,0,Hypoxia
94,36.5,87,1,Hypoxia
66,36.8,90,1,Hypoxia
67,36.9,77,1,Hypoxia
76,36.6,77,1,Hypoxia
65,36.8,100,0,Meditation
54,36.8,96,0,Meditation
64,36.6,98,0,Meditation
50,36.8,98,0,Meditation
70,36.7,100,1,Meditation
60,36.7,96,1,Meditation
54,36.6,99,1,Meditation
59,36.5,95,0,Meditation
69,36.6,96,1,Meditation
63,36.7,97,1,Meditation
137,37.2,92,8,Running
162,37.6,98,9,Running
134,37.3,93,10,Running
167,37.6,97,10,Running
142,37.1,95,9,Running
150,37.1,98,10,Running
127,37.6,96,9,Running
177,37.7,92,10,Running
180,37.3,92,10,Running
141,37,95,10,Running
49,36.1,90,0,Fainting
35,36.1,85,1,Fainting
38,35.6,85,0,Fainting
48,36,85,1,Fainting
46,36.2,89,0,Fainting
41,36.4,89,0,Fainting
45,35.5,92,0,Fainting
58,35.5,86,0,Fainting
39,35.8,92,1,Fainting
50,35.8,89,1,Fainting
120,37.3,95,2,Post-Workout
106,37.4,99,3,Post-Workout
107,37,100,1,Post-Workout
102,37.3,95,3,Post-Workout
110,37.4,99,1,Post-Workout
94,37.1,99,1,Post-Workout
93,37.1,99,1,Post-Workout
90,37.5,100,1,Post-Workout
95,37.3,99,2,Post-Workout
99,37.2,99,3,Post-Workout
43,36.4,93,1,Fainting
60,36.3,86,1,Fainting
36,35.5,89,0,Fainting
57,36.3,90,0,Fainting
38,36.3,86,1,Fainting
58,35.9,93,0,Fainting
53,36,94,1,Fainting
54,35.5,91,1,Fainting
36,35.5,87,0,Fainting
41,36.2,89,1,Fainting
45,35.7,91,1,Fainting
41,36.4,94,0,Fainting
49,36.1,90,0,Fainting
33,36.4,85,0,Fainting
35,35.9,90,1,Fainting
56,36,95,1,Fainting
53,36.4,86,0,Fainting
44,35.9,95,0,Fainting
33,35.7,93,0,Fainting
41,36.1,89,0,Fainting
119,36.7,94,4,Stress/Panic
127,37,96,4,Stress/Panic
124,36.9,94,2,Stress/Panic
119,36.7,95,3,Stress/Panic
101,37,95,2,Stress/Panic
110,36.5,96,4,Stress/Panic
126,36.8,94,3,Stress/Panic
103,36.5,94,4,Stress/Panic
128,36.6,95,3,Stress/Panic
124,37.1,95,3,Stress/Panic
61,36.7,88,1,Hypoxia
74,36.3,77,0,Hypoxia
81,36.7,79,1,Hypoxia
69,36.4,77,0,Hypoxia
71,36.2,90,2,Hypoxia
85,36.5,85,0,Hypoxia
78,36.3,88,1,Hypoxia
77,36.8,79,2,Hypoxia
100,36.5,74,1,Hypoxia
81,36.8,79,2,Hypoxia
64,36.6,96,1,Meditation
60,36.7,96,1,Meditation
59,36.6,97,1,Meditation
67,36.5,95,0,Meditation
58,36.5,97,1,Meditation
56,36.5,96,1,Meditation
59,36.6,97,0,Meditation
67,36.7,99,1,Meditation
57,36.7,100,0,Meditation
50,36.6,98,0,Meditation
88,36.5,79,1,Hypoxia
100,36.3,79,1,Hypoxia
87,36.6,91,0,Hypoxia
73,36.2,70,1,Hypoxia
87,36.5,73,1,Hypoxia
60,36.7,73,0,Hypoxia
69,36.2,76,2,Hypoxia
70,36,73,0,Hypoxia
66,36.9,72,2,Hypoxia
100,36.8,70,1,Hypoxia
95,37.2,94,9,Seizure
107,36.8,94,10,Seizure
134,37.1,90,10,Seizure
116,37.3,88,10,Seizure
135,36.6,95,9,Seizure
97,37.4,88,9,Seizure
124,36.8,88,9,Seizure
104,37.3,88,9,Seizure
104,37.2,92,10,Seizure
121,37.4,92,9,Seizure
92,37,95,5,Walking
80,37.1,99,4,Walking
107,37,99,7,Walking
89,36.9,100,4,Walking
85,36.9,97,7,Walking
106,37.2,99,7,Walking
81,36.8,96,5,Walking
85,36.8,95,4,Walking
81,36.8,100,5,Walking
82,37,100,7,Walking
34,36.1,81,1,Unconscious
49,35.9,89,1,Unconscious
49,35.8,90,1,Unconscious
42,35.1,84,0,Unconscious
42,35.7,88,1,Unconscious
47,35.6,89,0,Unconscious
37,36.1,82,1,Unconscious
48,35.6,87,1,Unconscious
33,35.2,87,0,Unconscious
43,35.6,85,0,Unconscious
118,36.6,94,3,Stress/Panic
105,36.9,94,4,Stress/Panic
114,36.6,94,3,Stress/Panic
120,37.1,94,4,Stress/Panic
128,37,95,5,Stress/Panic
105,37,95,2,Stress/Panic
124,36.9,93,2,Stress/Panic
102,36.5,93,2,Stress/Panic
117,36.9,96,5,Stress/Panic
107,36.7,96,5,Stress/Panic
67,36.9,95,0,Meditation
58,36.7,95,1,Meditation
52,36.5,97,0,Meditation
56,36.8,99,0,Meditation
58,36.8,100,0,Meditation
68,36.7,96,0,Meditation
64,36.7,98,0,Meditation
51,36.6,96,1,Meditation
60,36.7,100,1,Meditation
54,36.8,99,0,Meditation
48,35.1,84,1,Unconscious
38,36.3,84,0,Unconscious
49,36.3,83,0,Unconscious
38,35.7,82,1,Unconscious
41,36,88,1,Unconscious
40,36.1,88,0,Unconscious
34,36.1,86,0,Unconscious
48,35.7,85,0,Unconscious
35,35.1,86,0,Unconscious
40,36.1,86,1,Unconscious
65,36.7,98,1,Meditation
57,36.7,95,1,Meditation
67,36.8,95,0,Meditation
65,36.5,96,1,Meditation
70,36.9,97,1,Meditation
64,36.9,96,0,Meditation
61,36.5,95,1,Meditation
68,36.6,96,0,Meditation
67,36.8,99,1,Meditation
65,36.7,97,0,Meditation
138,37.8,93,8,Running
146,37.1,98,8,Running
169,37.2,93,9,Running
147,37.5,94,10,Running
132,37.8,95,8,Running
146,37.5,96,10,Running
177,37.8,95,8,Running
134,37.1,93,8,Running
150,37.1,92,8,Running
158,37.5,95,10,Running
147,37.2,97,10,Running
141,37.5,97,8,Running
170,37.8,93,9,Running
176,37.5,93,9,Running
136,37.7,94,10,Running
166,37.9,97,9,Running
140,37.3,96,9,Running
140,37.8,98,9,Running
167,37.2,97,9,Running
143,37.4,94,10,Running
60,36.2,96,1,Sleeping
51,36.6,95,1,Sleeping
53,36.3,100,0,Sleeping
64,36.6,98,0,Sleeping
52,36.1,98,1,Sleeping
54,36.3,98,1,Sleeping
61,36.7,99,1,Sleeping
61,36.4,98,1,Sleeping
61,36.1,98,1,Sleeping
51,36.6,97,1,Sleeping
41,36.1,87,0,Unconscious
50,36.4,86,0,Unconscious
37,35.8,80,0,Unconscious
38,35.4,81,1,Unconscious
34,36.3,80,1,Unconscious
45,35,89,0,Unconscious
49,36,82,0,Unconscious
44,36.4,86,0,Unconscious
39,35,88,0,Unconscious
40,36,88,0,Unconscious
67,36.5,99,1,Meditation
64,36.6,95,0,Meditation
54,36.5,97,0,Meditation
69,36.7,96,1,Meditation
59,36.9,96,1,Meditation
63,36.8,99,0,Meditation
70,36.8,99,0,Meditation
55,36.7,97,0,Meditation
69,36.6,97,1,Meditation
70,36.5,95,1,Meditation
37,35.7,81,1,Unconscious
38,36.5,84,1,Unconscious
44,35.7,90,1,Unconscious
45,35.2,81,0,Unconscious
40,36.3,86,1,Unconscious
46,35.2,81,1,Unconscious
45,35.7,85,0,Unconscious
33,36.4,87,0,Unconscious
50,36,90,0,Unconscious
39,36.2,84,0,Unconscious
167,37.8,92,8,Running
164,37.3,96,9,Running
175,37,95,10,Running
157,37.6,97,9,Running
132,37,97,10,Running
167,37.7,95,9,Running
125,37.3,96,10,Running
128,37.9,98,9,Running
142,37.2,95,9,Running
125,37.9,97,9,Running
86,36.4,90,1,Hypoxia
85,36.9,84,2,Hypoxia
76,36.1,91,2,Hypoxia
68,37,87,0,Hypoxia
68,36.1,83,0,Hypoxia
80,36.4,84,1,Hypoxia
61,36.7,73,0,Hypoxia
89,36.1,70,0,Hypoxia
84,36,77,0,Hypoxia
69,36.8,83,2,Hypoxia
35,35.9,84,1,Unconscious
50,35.7,87,0,Unconscious
35,36.4,88,0,Unconscious
30,35.9,86,0,Unconscious
49,35.3,90,1,Unconscious
48,35.2,83,0,Unconscious
38,35.2,86,1,Unconscious
46,35.8,83,0,Unconscious
39,35.1,86,1,Unconscious
39,36.3,90,0,Unconscious
36,36,91,0,Fainting
31,36.3,88,0,Fainting
58,35.8,92,1,Fainting
41,36.2,91,1,Fainting
52,35.9,93,0,Fainting
38,35.6,87,1,Fainting
55,36.2,88,1,Fainting
45,35.5,92,1,Fainting
55,36.1,89,0,Fainting
39,36.2,94,1,Fainting
113,37.4,100,1,Post-Workout
108,37,95,1,Post-Workout
101,37.4,99,2,Post-Workout
109,37,97,2,Post-Workout
90,37.4,99,2,Post-Workout
92,37,98,3,Post-Workout
95,37,100,1,Post-Workout
102,37,98,1,Post-Workout
95,37.5,98,2,Post-Workout
93,37.3,99,1,Post-Workout
125,37,93,5,Stress/Panic
114,37.1,95,4,Stress/Panic
106,36.9,96,2,Stress/Panic
102,36.8,94,2,Stress/Panic
119,36.8,96,4,Stress/Panic
126,37.2,94,2,Stress/Panic
117,36.9,94,5,Stress/Panic
112,36.6,93,5,Stress/Panic
103,36.9,94,2,Stress/Panic
127,37,94,2,Stress/Panic
78,36.7,100,2,Awake/Idle
72,36.7,100,2,Awake/Idle
73,36.6,99,1,Awake/Idle
76,36.8,97,2,Awake/Idle
60,36.7,95,2,Awake/Idle
70,37,95,2,Awake/Idle
66,36.6,95,3,Awake/Idle
78,36.7,100,3,Awake/Idle
73,36.8,99,2,Awake/Idle
63,36.9,97,3,Awake/Idle
110,37.2,96,2,Stress/Panic
115,36.8,96,4,Stress/Panic
124,36.7,94,5,Stress/Panic
106,37,96,3,Stress/Panic
112,36.7,93,4,Stress/Panic
125,36.8,95,2,Stress/Panic
124,36.7,94,4,Stress/Panic
105,36.9,96,2,Stress/Panic
100,36.8,95,4,Stress/Panic
116,36.6,93,5,Stress/Panic
56,36.2,97,1,Sleeping
57,36.4,97,1,Sleeping
63,36.5,96,0,Sleeping
54,36.2,95,1,Sleeping
60,36.6,96,1,Sleeping
57,36.1,96,1,Sleeping
65,36.4,95,0,Sleeping
50,36.4,97,1,Sleeping
55,36.1,97,1,Sleeping
50,36.3,100,1,Sleeping
47,36.2,90,1,Fainting
38,36,86,0,Fainting
43,35.8,94,1,Fainting
56,36.2,91,1,Fainting
46,35.5,86,0,Fainting
44,35.5,91,1,Fainting
31,35.8,90,0,Fainting
46,36.4,87,0,Fainting
58,35.9,88,0,Fainting
42,35.8,88,0,Fainting
59,36.9,98,1,Meditation
66,36.7,99,1,Meditation
51,36.8,96,0,Meditation
52,36.7,98,0,Meditation
59,36.9,99,0,Meditation
53,36.8,100,0,Meditation
58,36.7,100,1,Meditation
65,36.7,99,0,Meditation
60,36.7,99,0,Meditation
63,36.7,97,1,Meditation
169,37.8,92,8,Running
149,37.3,93,8,Running
145,37.8,96,9,Running
166,37.2,93,10,Running
149,37.7,96,9,Running
163,37.5,94,9,Running
126,37.9,94,8,Running
126,37.3,93,10,Running
135,37.8,94,10,Running
120,38,98,9,Running
58,36.2,95,0,Sleeping
56,36.7,97,0,Sleeping
50,36.6,95,0,Sleeping
60,36,99,1,Sleeping
59,36.6,96,1,Sleeping
52,36.1,98,0,Sleeping
64,36.7,96,0,Sleeping
57,36.2,100,1,Sleeping
59,36.2,99,0,Sleeping
53,36.5,97,1,Sleeping
68,36.9,98,1,Meditation
65,36.7,100,1,Meditation
60,36.6,100,1,Meditation
66,36.8,96,0,Meditation
64,36.5,98,0,Meditation
59,36.6,96,1,Meditation
61,36.6,99,0,Meditation
66,36.7,100,0,Meditation
67,36.9,97,1,Meditation
63,36.8,98,1,Meditation
92,37.2,99,2,Post-Workout
111,37,98,3,Post-Workout
106,37.4,100,2,Post-Workout
95,37.2,99,1,Post-Workout
115,37.1,96,3,Post-Workout
113,37.3,99,3,Post-Workout
101,37.2,99,1,Post-Workout
99,37.2,95,3,Post-Workout
113,37.5,97,2,Post-Workout
106,37.5,96,1,Post-Workout
106,37.1,98,7,Walking
97,37,95,6,Walking
104,36.8,96,5,Walking
104,36.8,96,4,Walking
80,36.8,95,4,Walking
104,36.9,97,6,Walking
104,37.1,95,6,Walking
86,36.9,99,5,Walking
89,36.8,100,7,Walking
100,36.8,100,4,Walking
124,36.8,95,9,Seizure
121,37,94,10,Seizure
132,37.2,93,10,Seizure
136,36.7,90,9,Seizure
134,36.9,94,10,Seizure
134,37,94,10,Seizure
132,37.4,89,9,Seizure
96,36.5,94,9,Seizure
122,37.4,92,10,Seizure
119,36.7,89,9,Seizure
33,35.7,92,1,Fainting
32,36.3,88,1,Fainting
46,36.1,89,1,Fainting
36,36.4,94,0,Fainting
56,35.8,90,1,Fainting
30,36.1,95,1,Fainting
50,35.6,94,1,Fainting
51,35.9,88,1,Fainting
44,36.2,92,1,Fainting
52,36.2,89,0,Fainting
126,36.7,94,2,Stress/Panic
111,36.7,95,4,Stress/Panic
126,36.6,93,4,Stress/Panic
102,36.8,93,2,Stress/Panic
104,37,96,3,Stress/Panic
106,36.8,94,3,Stress/Panic
120,36.8,93,4,Stress/Panic
117,36.6,94,4,Stress/Panic
112,37.1,93,2,Stress/Panic
124,37.1,96,5,Stress/Panic
32,36.1,94,1,Fainting
60,36.4,93,0,Fainting
31,36.1,91,0,Fainting
33,36.2,86,0,Fainting
42,36.1,95,1,Fainting
58,36.1,93,0,Fainting
54,36.2,91,0,Fainting
49,35.9,94,0,Fainting
53,35.9,89,0,Fainting
58,35.9,88,1,Fainting
74,36.9,98,2,Awake/Idle
79,36.9,100,3,Awake/Idle
63,36.8,100,3,Awake/Idle
63,37,97,3,Awake/Idle
67,36.7,98,2,Awake/Idle
68,36.9,95,2,Awake/Idle
66,36.7,99,1,Awake/Idle
64,37,99,2,Awake/Idle
74,36.5,100,3,Awake/Idle
63,36.6,96,2,Awake/Idle
49,36.3,89,0,Fainting
60,35.9,88,1,Fainting
32,35.7,91,0,Fainting
31,36.4,87,1,Fainting
35,35.8,94,0,Fainting
47,35.6,94,0,Fainting
31,36.1,86,1,Fainting
47,36.3,88,1,Fainting
43,36.1,85,0,Fainting
49,36.3,93,0,Fainting
48,35.1,89,0,Unconscious
32,36.1,88,0,Unconscious
36,35.8,85,0,Unconscious
36,36.3,86,1,Unconscious
34,35.4,80,1,Unconscious
32,35.3,89,0,Unconscious
41,35.1,83,0,Unconscious
49,35,90,1,Unconscious
44,35.9,89,0,Unconscious
48,36.4,90,1,Unconscious
57,35.9,91,1,Fainting
33,35.9,91,1,Fainting
42,35.7,91,1,Fainting
31,36.3,88,0,Fainting
33,36.2,86,0,Fainting
58,35.9,92,0,Fainting
55,35.6,90,0,Fainting
46,35.7,90,0,Fainting
59,36,87,1,Fainting
36,36.4,95,0,Fainting
91,37.5,99,1,Post-Workout
113,37.4,100,3,Post-Workout
98,37,96,1,Post-Workout
110,37.1,99,2,Post-Workout
99,37.4,95,1,Post-Workout
93,37.2,98,2,Post-Workout
93,37.4,97,3,Post-Workout
110,37,100,1,Post-Workout
116,37,98,3,Post-Workout
112,37.1,95,3,Post-Workout
91,37.1,100,3,Post-Workout
97,37.3,100,1,Post-Workout
103,37,100,3,Post-Workout
108,37.1,97,3,Post-Workout
108,37.3,100,1,Post-Workout
101,37.5,97,1,Post-Workout
111,37.1,98,1,Post-Workout
105,37.1,97,3,Post-Workout
97,37.2,97,2,Post-Workout
100,37.3,96,2,Post-Workout
60,36.6,97,2,Awake/Idle
73,36.8,96,1,Awake/Idle
62,36.8,95,1,Awake/Idle
65,37,97,2,Awake/Idle
66,36.7,100,2,Awake/Idle
73,36.8,100,1,Awake/Idle
76,36.9,100,3,Awake/Idle
65,36.7,96,3,Awake/Idle
80,36.5,97,3,Awake/Idle
73,36.7,100,1,Awake/Idle
93,37.4,95,2,Post-Workout
97,37.5,97,2,Post-Workout
112,37.1,96,3,Post-Workout
111,37.2,100,2,Post-Workout
114,37,98,2,Post-Workout
109,37.4,100,3,Post-Workout
